Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Dist_CityHall_Miles,Median_Income,School_Score_External,Matched_School,School_Index_Real,School_Score_Norm,School_Rating_Category_Real,School_Merge_Type,HouseAge,RemodAge,GarageAge,TotalSF,TotalPorchSF,TotalBath,OutdoorSF,HasGarage,HasBasement,HasFireplace,HasPool,Has2ndFloor,QualityLivArea,BathPerBedroom,GarageScore,Quality_x_School,LivingArea_x_School,Age_x_School,Quality_x_Income,Quality_x_ExternalSchool,Age_x_Distance,TotalHomeQuality,TotalHouseSF,LivLotRatio,YearsSinceRemodel,IsRemodeled,TotalRooms
30,30,RM,60.0,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,520,520,GasA,Fa,N,SBrkr,520,0,0,520,0,0,1,0,1,1,Fa,4,Typ,0,,Detchd,1920.0,Unf,1,240,Fa,TA,Y,49,0,87,0,0,0,,,,0,5,2008,WD,Normal,68500,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,81,58,88.0,1040,87,1.0,136,1,1,0,0,0,2080,0.5,240,2.104020785203664,273.5227020764763,42.6064209003742,199734.4827586207,1.4892430089847712,258.7110174898198,10,1280,0.08222643896268185,58,1,5
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD,Normal,40000,3.6863266000822046,40049.51351351351,0.29861372552940846,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,88,58,88.0,1966,226,1.0,226,1,1,0,0,1,5268,0.25,250,2.104020785203664,692.7488435283065,46.288457274480606,160198.05405405405,1.1944549021176338,324.396740807234,8,2216,0.15494117647058825,58,1,7
32,20,RL,,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1966.0,Unf,1,271,TA,TA,Y,0,65,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,149350,1.8105311308911887,54717.25405405406,0.40797806640789763,Sawyer Elementary School,412.85,0.08543797397898861,Acceptable,Exact name based school proxy,42,2,42.0,2456,65,1.5,65,1,1,0,0,0,6140,0.375,271,0.42718986989494306,104.91783204619801,3.5883949071175216,273586.2702702703,2.039890332039488,76.04230749742993,11,2727,0.14372659176029962,2,1,7
33,20,RL,85.0,11049,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1234,0,0,1234,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,484,TA,TA,Y,0,30,0,0,0,0,,,,0,1,2008,WD,Normal,179900,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,1,1.0,2468,30,2.0,30,1,1,0,0,0,9872,0.5,968,4.208041570407328,649.0904122353304,0.526005196300916,633490.4746666667,4.723376993425332,1.201975341512912,13,2952,0.11168431532265363,1,0,9
34,20,RL,70.0,10552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,Gd,Y,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0,38,0,0,0,0,,,,0,4,2010,WD,Normal,165500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,51,51,51.0,3098,38,2.0,38,1,1,1,0,0,8500,0.4,894,2.63002598150458,894.2088337115572,26.826265011346717,291694.16,2.1749048163439175,216.54558606369676,10,3545,0.16110689916603488,51,0,7
35,120,RL,60.0,7313,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,1561,GasA,Ex,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,203,47,0,0,0,0,,,,0,8,2007,WD,Normal,277500,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,2,2,2.0,3122,47,3.0,250,1,1,1,0,0,14049,1.0,1112,4.734046766708245,821.0941114257299,1.052010392601832,1138574.2441558442,8.48933899595275,3.7381801866358395,14,3678,0.21345549022289073,2,0,8
36,60,RL,108.0,13418,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,1117,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,113,32,0,0,0,0,,,,0,9,2006,WD,Normal,309000,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,2,1,2.0,3569,32,3.5,145,1,1,1,0,1,19616,0.7,2073,4.208041570407328,1289.7647413298462,1.052010392601832,1012065.9948051948,7.546079107513556,3.7381801866358395,13,4260,0.18273960351766283,1,1,12
37,20,RL,112.0,10859,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,1097,GasA,Ex,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1995.0,Unf,2,672,TA,TA,Y,392,64,0,0,0,0,,,,0,6,2009,WD,Normal,145000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,15,14,14.0,2194,64,1.5,456,1,1,0,0,0,5485,0.375,1344,2.63002598150458,577.0277003421048,7.89007794451374,395931.5466666667,2.9521106208908328,18.02963012269368,10,2866,0.10102219357215213,14,1,7
38,20,RL,74.0,8532,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,153000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,55,19,55.0,2594,0,1.5,0,1,1,1,0,0,6485,0.375,996,2.63002598150458,682.2287396022881,28.930285796550383,291694.16,2.1749048163439175,233.52955359810437,11,3092,0.15201593999062354,19,1,6
39,20,RL,68.0,7922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,1057,GasA,TA,Y,SBrkr,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1953.0,Unf,1,246,TA,TA,Y,0,52,0,0,0,0,,,,0,1,2010,WD,Abnorml,109000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,57,3,57.0,2114,52,2.0,52,1,1,0,0,0,5285,0.5,246,2.63002598150458,555.9874924900682,29.982296189152212,291694.16,2.1749048163439175,242.02153736530815,12,2360,0.13342590254986114,3,1,6
40,90,RL,65.0,6040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,,0.0,TA,TA,PConc,,,,,0,,0,0,0,GasA,TA,N,FuseP,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,6,2008,WD,AdjLand,82000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,53,53,,1152,0,2.0,0,0,0,0,0,0,4608,0.6666666666666666,0,0.0,0.0,0.0,205151.52,1.5296330544577084,233.08301076732204,9,1152,0.19072847682119207,53,0,8
41,20,RL,84.0,8658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0,138,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,160000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,41,41,41.0,2412,138,2.0,138,1,1,1,0,0,7944,0.5,880,3.156031177805496,696.4308799024128,21.566213048337556,350032.99199999997,2.609885779612701,174.0856672276778,11,2852,0.15292215292215292,41,0,8
42,20,RL,115.0,16905,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,383,1350,GasA,Gd,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0,104,0,0,0,0,,,,0,7,2007,WD,Normal,170000,2.148628294821613,96898.97894736842,0.7224898023719071,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,48,48,48.0,2678,104,2.0,104,1,1,1,0,0,6640,0.6666666666666666,308,2.63002598150458,698.5349006876165,25.24824942244397,484494.89473684214,3.6124490118595354,103.13415815143742,11,2986,0.07855664004732328,48,0,6
43,85,RL,,9180,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,,MnPrv,,0,12,2007,WD,Normal,144000,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,24,24,24.0,1724,0,2.0,240,1,1,0,0,0,4420,0.6666666666666666,1008,2.63002598150458,464.9885935300098,12.624124711221985,373111.593220339,2.7819624538546393,78.08011263001698,12,2228,0.0962962962962963,24,0,6
44,20,RL,,9200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,,MnPrv,,0,7,2008,WD,Normal,130250,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,33,28,31.0,1876,0,2.0,145,1,1,0,0,0,4690,0.5,308,2.63002598150458,493.3928741302592,17.358171477930227,395931.5466666667,2.9521106208908328,39.665186269926096,11,2184,0.10195652173913043,28,1,6
45,20,RL,70.0,7945,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1150,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,141000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,47,47,47.0,2300,0,2.0,0,1,1,0,0,0,5750,0.5,300,2.63002598150458,604.9059757460534,24.722244226143054,291694.16,2.1749048163439175,199.56161852928918,11,2600,0.144745122718691,47,0,7
46,120,RL,61.0,7658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,,,,0,2,2010,WD,Normal,319900,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,5,5,5.0,3504,82,3.0,278,1,1,1,0,0,15768,1.0,1152,4.734046766708245,921.5611039192049,2.63002598150458,1138574.2441558442,8.48933899595275,9.345450466589599,14,4080,0.2287803604074171,5,0,8
47,50,RL,48.0,12822,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,,,,0,8,2009,WD,Abnorml,239686,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,6,6,6.0,3583,241,2.5,409,1,1,1,0,1,15043,1.25,1340,4.412439991651015,1354.6190774368615,3.7820914214151555,437556.34285714285,3.2624698331356052,29.18756600837385,12,4253,0.16760255810326002,6,0,7
48,20,FV,84.0,11096,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,,,,0,7,2007,WD,Normal,249700,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,1,1.0,3312,146,2.0,146,1,1,0,0,0,13248,0.5,2478,4.208041570407328,871.0646050743169,0.526005196300916,721215.4790697674,5.377464598710591,1.1277223729341883,13,4138,0.14924297043979812,1,0,9
49,190,RM,33.0,4456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,Typ,0,,,,,0,0,,,N,0,0,102,0,0,0,,,,0,6,2009,New,Partial,113000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,89,1,,2188,102,2.0,102,0,1,0,0,1,5808,0.6666666666666666,0,2.104020785203664,763.7595450289301,46.81446247078153,205160.48141592921,1.529699871793598,254.66495086871123,9,2188,0.3258527827648115,1,1,10
50,20,RL,66.0,7742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,2007,WD,Normal,127000,1.8105311308911887,54717.25405405406,0.40797806640789763,Sawyer Elementary School,412.85,0.08543797397898861,Acceptable,Exact name based school proxy,41,41,41.0,1910,0,2.0,0,1,1,0,0,0,4775,0.5,386,0.42718986989494306,81.59326514993413,3.5029569331385333,273586.2702702703,2.039890332039488,74.23177636653874,12,2296,0.12335313872384397,41,0,7
51,60,RL,,13869,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,,,,0,7,2007,WD,Normal,177000,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,10,10,10.0,2264,75,2.5,75,1,1,0,0,1,8820,0.625,776,3.156031177805496,773.2276385623466,5.26005196300916,462850.81518987345,3.4510682942886626,32.0501755284444,12,2652,0.10599178022928835,10,0,8
52,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,,MnPrv,Shed,400,9,2006,WD,Normal,114500,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,72,56,21.0,1632,0,1.0,112,1,1,1,0,0,7056,0.25,1056,3.156031177805496,618.5821108498773,37.87237413366596,299601.724137931,2.233864513477157,229.96534887983987,12,2160,0.18846153846153846,56,1,7
53,90,RM,110.0,8472,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,,,,0,5,2010,WD,Normal,110000,3.6863266000822046,40049.51351351351,0.29861372552940846,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,47,47,47.0,1632,0,2.0,106,1,1,0,0,0,4080,0.6666666666666666,1032,2.63002598150458,429.22024018154747,24.722244226143054,200247.56756756757,1.4930686276470424,173.2573502038636,10,2148,0.09631728045325778,47,0,6
54,20,RL,68.0,50271,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,,,,0,11,2006,WD,Normal,385000,2.552314928976662,95509.09090909091,0.7121266391579827,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,25,19,25.0,3684,72,2.5,929,1,1,1,0,0,16578,2.5,2682,4.734046766708245,968.9015715862873,13.150129907522901,859581.8181818182,6.4091397524218445,63.80787322441655,14,4578,0.036641403592528494,19,1,5
55,80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,,MnPrv,,0,2,2007,WD,Normal,130000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,52,52,45.0,1744,50,1.0,50,1,1,1,0,0,6800,0.25,1144,2.63002598150458,715.3670669692458,27.352270207647635,291694.16,2.1749048163439175,220.79157794729866,10,2316,0.1906363891225119,52,0,7
56,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,,,,0,7,2008,WD,Normal,180500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,44,44,44.0,2850,407,2.0,407,1,1,1,0,0,8550,0.5,1152,3.156031177805496,749.5574047288053,23.144228637240303,350032.99199999997,2.609885779612701,186.8236428784835,11,3426,0.14004914004914004,44,0,9
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,,,,0,8,2009,WD,Abnorml,172500,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,10,9,10.0,2709,0,3.5,115,1,1,0,0,1,13912,0.875,960,4.208041570407328,914.7230363672929,5.26005196300916,721215.4790697674,5.377464598710591,11.277223729341884,13,3189,0.6574669187145558,9,1,9
58,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,,,,0,8,2006,WD,Normal,196500,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,2,2,2.0,2580,70,2.5,70,1,1,0,0,1,12040,0.625,1130,3.682036374106412,904.7289376375755,1.052010392601832,554304.1653333334,4.132954869247166,2.403950683025824,12,3145,0.1477028767711464,2,0,9
59,60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,,,,0,10,2006,New,Partial,438780,1.8146509184084816,124199.6,0.9260463364367254,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,0,0,0.0,4355,37,3.5,229,1,1,1,0,1,29450,0.875,1923,5.26005196300916,1549.0853031061977,0.0,1241996.0,9.260463364367254,0.0,15,4996,0.21524630901914923,0,0,13
60,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,124900,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,36,36,35.0,1560,0,1.0,196,1,1,0,0,0,3900,0.3333333333333333,352,2.63002598150458,410.2840531147145,18.93618706683298,395931.5466666667,2.9521106208908328,43.27111229446483,12,1912,0.10833333333333334,36,0,5
